"character_chosen","neow_bonus","neow_cost","ascension_level","winAct3","winHeart","abandon","N"
"Ironclad","Random Colorless 2","No Gold",13,41,7,27,391
"Ironclad","Random Colorless 2","No Gold",14,40,4,39,452
"Ironclad","Random Colorless 2","No Gold",15,60,10,54,539
"Ironclad","Random Colorless 2","No Gold",16,35,6,40,432
"Ironclad","Random Colorless 2","No Gold",17,36,4,43,527
"Ironclad","Random Colorless 2","No Gold",18,29,3,58,567
"Ironclad","Random Colorless 2","No Gold",19,39,5,48,589
"Ironclad","Random Colorless 2","No Gold",20,119,55,276,2129
"Ironclad","Random Colorless 2","Percent Damage",1,319,66,86,1428
"Ironclad","Random Colorless 2","Percent Damage",2,108,21,38,828
"Ironclad","Random Colorless 2","Percent Damage",3,97,26,47,711
"Ironclad","Random Colorless 2","Percent Damage",4,86,16,49,713
"Ironclad","Random Colorless 2","Percent Damage",5,61,7,46,598
"Ironclad","Random Colorless 2","Percent Damage",6,57,12,29,517
"Ironclad","Random Colorless 2","Percent Damage",7,56,12,36,438
"Ironclad","Random Colorless 2","Percent Damage",8,52,6,36,385
"Ironclad","Random Colorless 2","Percent Damage",9,46,5,19,391
"Ironclad","Random Colorless 2","Percent Damage",10,45,10,32,441
"Ironclad","Random Colorless 2","Percent Damage",11,41,7,34,374
"Ironclad","Random Colorless 2","Percent Damage",12,38,6,38,374
"Ironclad","Random Colorless 2","Percent Damage",13,30,7,36,331
"Ironclad","Random Colorless 2","Percent Damage",14,35,5,29,347
"Ironclad","Random Colorless 2","Percent Damage",15,44,9,26,424
"Ironclad","Random Colorless 2","Percent Damage",16,33,4,36,354
"Ironclad","Random Colorless 2","Percent Damage",17,28,6,30,443
"Ironclad","Random Colorless 2","Percent Damage",18,28,7,38,467
"Ironclad","Random Colorless 2","Percent Damage",19,22,1,47,488
"Ironclad","Random Colorless 2","Percent Damage",20,100,59,235,1723
"Ironclad","Random Colorless 2","Ten Percent Hp Loss",1,265,71,103,1247
"Ironclad","Random Colorless 2","Ten Percent Hp Loss",2,90,18,53,725
"Ironclad","Random Colorless 2","Ten Percent Hp Loss",3,63,18,55,611
"Ironclad","Random Colorless 2","Ten Percent Hp Loss",4,67,15,42,657
"Ironclad","Random Colorless 2","Ten Percent Hp Loss",5,63,10,48,537
"Ironclad","Random Colorless 2","Ten Percent Hp Loss",6,53,8,27,472
"Ironclad","Random Colorless 2","Ten Percent Hp Loss",7,51,7,33,413
"Ironclad","Random Colorless 2","Ten Percent Hp Loss",8,39,7,36,373
"Ironclad","Random Colorless 2","Ten Percent Hp Loss",9,58,14,21,377
"Ironclad","Random Colorless 2","Ten Percent Hp Loss",10,50,9,41,446
"Ironclad","Random Colorless 2","Ten Percent Hp Loss",11,52,13,22,422
"Ironclad","Random Colorless 2","Ten Percent Hp Loss",12,30,9,33,403
"Ironclad","Random Colorless 2","Ten Percent Hp Loss",13,44,2,32,339
"Ironclad","Random Colorless 2","Ten Percent Hp Loss",14,32,7,43,355
"Ironclad","Random Colorless 2","Ten Percent Hp Loss",15,43,10,36,382
"Ironclad","Random Colorless 2","Ten Percent Hp Loss",16,20,2,31,344
"Ironclad","Random Colorless 2","Ten Percent Hp Loss",17,23,3,44,405
"Ironclad","Random Colorless 2","Ten Percent Hp Loss",18,26,5,60,479
"Ironclad","Random Colorless 2","Ten Percent Hp Loss",19,19,4,40,494
"Ironclad","Random Colorless 2","Ten Percent Hp Loss",20,99,61,261,1759
"Ironclad","Random Common Relic","None",1,3890,676,476,16311
"Ironclad","Random Common Relic","None",2,1628,210,250,9470
"Ironclad","Random Common Relic","None",3,1271,165,241,7630
"Ironclad","Random Common Relic","None",4,1015,114,278,7611
"Ironclad","Random Common Relic","None",5,943,119,225,6416
"Ironclad","Random Common Relic","None",6,827,98,205,5251
"Ironclad","Random Common Relic","None",7,701,79,197,4548
"Ironclad","Random Common Relic","None",8,633,78,140,3930
"Ironclad","Random Common Relic","None",9,614,75,143,3995
"Ironclad","Random Common Relic","None",10,507,75,183,4293
"Ironclad","Random Common Relic","None",11,486,54,200,3953
"Ironclad","Random Common Relic","None",12,419,51,161,3565
"Ironclad","Random Common Relic","None",13,395,45,198,3185
"Ironclad","Random Common Relic","None",14,333,34,200,3332
"Ironclad","Random Common Relic","None",15,415,56,217,3694
"Ironclad","Random Common Relic","None",16,305,35,176,2981
"Ironclad","Random Common Relic","None",17,270,37,352,3886
"Ironclad","Random Common Relic","None",18,217,20,327,3822
"Ironclad","Random Common Relic","None",19,207,17,312,4128
"Ironclad","Random Common Relic","None",20,796,299,1376,13047
"Ironclad","Remove Card","None",1,758,136,64,3669
"Ironclad","Remove Card","None",2,286,37,42,2104
"Ironclad","Remove Card","None",3,234,33,33,1706
"Ironclad","Remove Card","None",4,186,19,27,1636
"Ironclad","Remove Card","None",5,167,17,38,1371
"Ironclad","Remove Card","None",6,132,15,22,1016
"Ironclad","Remove Card","None",7,134,13,17,974
"Ironclad","Remove Card","None",8,124,15,12,800
"Ironclad","Remove Card","None",9,98,15,16,812
"Ironclad","Remove Card","None",10,89,9,31,937
"Ironclad","Remove Card","None",11,77,4,18,819
"Ironclad","Remove Card","None",12,79,8,22,720
"Ironclad","Remove Card","None",13,72,11,18,619
"Ironclad","Remove Card","None",14,40,6,13,602
"Ironclad","Remove Card","None",15,64,12,14,708
"Ironclad","Remove Card","None",16,48,5,15,519
"Ironclad","Remove Card","None",17,41,1,24,650
"Ironclad","Remove Card","None",18,36,2,17,558
"Ironclad","Remove Card","None",19,16,1,27,578
"Ironclad","Remove Card","None",20,116,53,84,1826
"Ironclad","Remove Two","No Gold",1,316,87,7,1294
"Ironclad","Remove Two","No Gold",2,137,28,3,741
"Ironclad","Remove Two","No Gold",3,110,21,5,633
"Ironclad","Remove Two","No Gold",4,101,15,2,681
"Ironclad","Remove Two","No Gold",5,93,10,2,593
"Ironclad","Remove Two","No Gold",6,80,14,4,525
"Ironclad","Remove Two","No Gold",7,58,5,5,457
"Ironclad","Remove Two","No Gold",8,58,11,2,398
"Ironclad","Remove Two","No Gold",9,76,7,4,440
"Ironclad","Remove Two","No Gold",10,46,10,8,445
"Ironclad","Remove Two","No Gold",11,47,7,2,390
"Ironclad","Remove Two","No Gold",12,37,7,4,362
"Ironclad","Remove Two","No Gold",13,33,4,2,303
"Ironclad","Remove Two","No Gold",14,38,7,1,354
"Ironclad","Remove Two","No Gold",15,36,5,3,340
"Ironclad","Remove Two","No Gold",16,44,2,2,321
"Ironclad","Remove Two","No Gold",17,25,5,4,385
"Ironclad","Remove Two","No Gold",18,23,1,4,373
"Ironclad","Remove Two","No Gold",19,15,0,5,397
"Ironclad","Remove Two","No Gold",20,96,53,35,1404
"Ironclad","Remove Two","Percent Damage",1,294,71,12,1189
"Ironclad","Remove Two","Percent Damage",2,117,31,4,674
"Ironclad","Remove Two","Percent Damage",3,89,13,3,549
"Ironclad","Remove Two","Percent Damage",4,74,15,7,543
"Ironclad","Remove Two","Percent Damage",5,71,12,2,467
"Ironclad","Remove Two","Percent Damage",6,66,8,1,380
"Ironclad","Remove Two","Percent Damage",7,62,14,0,341
"Ironclad","Remove Two","Percent Damage",8,44,7,3,315
"Ironclad","Remove Two","Percent Damage",9,42,7,1,311
"Ironclad","Remove Two","Percent Damage",10,34,6,3,333
"Ironclad","Remove Two","Percent Damage",11,36,10,2,308
"Ironclad","Remove Two","Percent Damage",12,37,1,4,268
"Ironclad","Remove Two","Percent Damage",13,21,3,4,267
"Ironclad","Remove Two","Percent Damage",14,26,1,4,249
"Ironclad","Remove Two","Percent Damage",15,31,10,2,297
"Ironclad","Remove Two","Percent Damage",16,24,2,3,245
"Ironclad","Remove Two","Percent Damage",17,17,2,5,302
"Ironclad","Remove Two","Percent Damage",18,8,2,2,291
"Ironclad","Remove Two","Percent Damage",19,17,3,3,302
"Ironclad","Remove Two","Percent Damage",20,72,42,28,1078
"Ironclad","Remove Two","Ten Percent Hp Loss",1,288,69,7,1145
"Ironclad","Remove Two","Ten Percent Hp Loss",2,87,10,5,622
"Ironclad","Remove Two","Ten Percent Hp Loss",3,71,12,8,530
"Ironclad","Remove Two","Ten Percent Hp Loss",4,61,11,4,525
"Ironclad","Remove Two","Ten Percent Hp Loss",5,65,10,3,417
"Ironclad","Remove Two","Ten Percent Hp Loss",6,63,10,3,383
"Ironclad","Remove Two","Ten Percent Hp Loss",7,65,9,2,379
"Ironclad","Remove Two","Ten Percent Hp Loss",8,48,8,3,333
"Ironclad","Remove Two","Ten Percent Hp Loss",9,44,7,3,338
"Ironclad","Remove Two","Ten Percent Hp Loss",10,44,6,7,367
"Ironclad","Remove Two","Ten Percent Hp Loss",11,38,8,3,345
"Ironclad","Remove Two","Ten Percent Hp Loss",12,34,8,4,295
"Ironclad","Remove Two","Ten Percent Hp Loss",13,30,6,2,267
"Ironclad","Remove Two","Ten Percent Hp Loss",14,34,6,5,260
"Ironclad","Remove Two","Ten Percent Hp Loss",15,32,5,4,279
"Ironclad","Remove Two","Ten Percent Hp Loss",16,23,5,5,276
"Ironclad","Remove Two","Ten Percent Hp Loss",17,24,7,5,278
"Ironclad","Remove Two","Ten Percent Hp Loss",18,17,2,4,276
"Ironclad","Remove Two","Ten Percent Hp Loss",19,12,2,5,288
"Ironclad","Remove Two","Ten Percent Hp Loss",20,84,51,32,972
"Ironclad","Ten Percent Hp Bonus","None",1,3877,730,400,19807
"Ironclad","Ten Percent Hp Bonus","None",2,1579,233,211,10899
"Ironclad","Ten Percent Hp Bonus","None",3,1291,202,156,9895
"Ironclad","Ten Percent Hp Bonus","None",4,909,112,165,8393
"Ironclad","Ten Percent Hp Bonus","None",5,805,107,124,6574
"Ironclad","Ten Percent Hp Bonus","None",6,611,86,102,5078
"Ironclad","Ten Percent Hp Bonus","None",7,533,73,92,4365
"Ironclad","Ten Percent Hp Bonus","None",8,515,75,85,3719
"Ironclad","Ten Percent Hp Bonus","None",9,435,59,93,3666
"Ironclad","Ten Percent Hp Bonus","None",10,433,58,101,3905
"Ironclad","Ten Percent Hp Bonus","None",11,338,42,108,3441
"Ironclad","Ten Percent Hp Bonus","None",12,293,42,80,3002
"Ironclad","Ten Percent Hp Bonus","None",13,231,32,77,2270
"Ironclad","Ten Percent Hp Bonus","None",14,233,27,72,2440
"Ironclad","Ten Percent Hp Bonus","None",15,265,48,113,2846
"Ironclad","Ten Percent Hp Bonus","None",16,173,22,110,2347
"Ironclad","Ten Percent Hp Bonus","None",17,177,19,93,2962
"Ironclad","Ten Percent Hp Bonus","None",18,175,23,138,3404
"Ironclad","Ten Percent Hp Bonus","None",19,147,11,114,3539
"Ironclad","Ten Percent Hp Bonus","None",20,445,164,523,10087
"Ironclad","Three Cards","None",1,1076,171,610,6450
"Ironclad","Three Cards","None",2,471,61,350,3864
"Ironclad","Three Cards","None",3,351,48,307,3133
"Ironclad","Three Cards","None",4,276,40,300,3017
"Ironclad","Three Cards","None",5,228,23,237,2428
"Ironclad","Three Cards","None",6,213,24,196,2014
"Ironclad","Three Cards","None",7,183,20,158,1733
"Ironclad","Three Cards","None",8,166,12,134,1489
"Ironclad","Three Cards","None",9,131,16,147,1400
"Ironclad","Three Cards","None",10,118,18,146,1531
"Ironclad","Three Cards","None",11,102,9,159,1375
"Ironclad","Three Cards","None",12,99,15,110,1265
"Ironclad","Three Cards","None",13,88,5,121,1135
"Ironclad","Three Cards","None",14,83,9,113,1195
"Ironclad","Three Cards","None",15,97,11,137,1228
"Ironclad","Three Cards","None",16,72,4,130,1016
"Ironclad","Three Cards","None",17,56,7,180,1180
"Ironclad","Three Cards","None",18,45,5,184,1288
"Ironclad","Three Cards","None",19,33,5,162,1279
"Ironclad","Three Cards","None",20,161,66,617,3839
"Ironclad","Three Enemy Kill","None",1,7865,1609,3068,45300
"Ironclad","Three Enemy Kill","None",2,3414,515,1495,27286
"Ironclad","Three Enemy Kill","None",3,2975,421,1434,25938
"Ironclad","Three Enemy Kill","None",4,2705,353,1413,24915
"Ironclad","Three Enemy Kill","None",5,2243,306,1351,20927
"Ironclad","Three Enemy Kill","None",6,2123,321,1175,17655
"Ironclad","Three Enemy Kill","None",7,1888,278,1174,16308
"Ironclad","Three Enemy Kill","None",8,1754,262,1166,15267
"Ironclad","Three Enemy Kill","None",9,1734,267,995,14819
"Ironclad","Three Enemy Kill","None",10,1804,303,1337,18035
"Ironclad","Three Enemy Kill","None",11,1460,195,1285,16444
"Ironclad","Three Enemy Kill","None",12,1369,173,1271,14818
"Ironclad","Three Enemy Kill","None",13,1259,166,1031,13490
"Ironclad","Three Enemy Kill","None",14,1240,167,2112,16560
"Ironclad","Three Enemy Kill","None",15,1465,230,2228,18723
"Ironclad","Three Enemy Kill","None",16,1130,128,1557,15498
"Ironclad","Three Enemy Kill","None",17,1162,130,2203,21662
"Ironclad","Three Enemy Kill","None",18,1136,142,2527,25296
"Ironclad","Three Enemy Kill","None",19,1032,97,2196,25172
"Ironclad","Three Enemy Kill","None",20,4349,1961,12784,98966
"Ironclad","Three Rare Cards","Curse",1,298,66,107,1615
"Ironclad","Three Rare Cards","Curse",2,126,20,67,1011
"Ironclad","Three Rare Cards","Curse",3,98,11,54,902
"Ironclad","Three Rare Cards","Curse",4,93,13,54,956
"Ironclad","Three Rare Cards","Curse",5,91,7,34,784
"Ironclad","Three Rare Cards","Curse",6,80,8,42,730
"Ironclad","Three Rare Cards","Curse",7,70,7,36,619
"Ironclad","Three Rare Cards","Curse",8,61,10,23,551
"Ironclad","Three Rare Cards","Curse",9,61,8,34,551
"Ironclad","Three Rare Cards","Curse",10,55,6,36,651
"Ironclad","Three Rare Cards","Curse",11,52,8,40,614
"Ironclad","Three Rare Cards","Curse",12,44,4,23,559
"Ironclad","Three Rare Cards","Curse",13,50,4,31,483
"Ironclad","Three Rare Cards","Curse",14,36,5,32,516
"Ironclad","Three Rare Cards","Curse",15,39,6,23,506
"Ironclad","Three Rare Cards","Curse",16,35,2,34,497
"Ironclad","Three Rare Cards","Curse",17,32,7,44,566
"Ironclad","Three Rare Cards","Curse",18,24,0,48,596
"Ironclad","Three Rare Cards","Curse",19,23,1,51,677
"Ironclad","Three Rare Cards","Curse",20,101,36,248,2396
"Ironclad","Three Rare Cards","No Gold",1,432,129,126,2038
"Ironclad","Three Rare Cards","No Gold",2,197,41,53,1168
"Ironclad","Three Rare Cards","No Gold",3,144,18,43,1000
"Ironclad","Three Rare Cards","No Gold",4,136,21,41,1075
"Ironclad","Three Rare Cards","No Gold",5,140,16,40,941
"Ironclad","Three Rare Cards","No Gold",6,119,21,33,809
"Ironclad","Three Rare Cards","No Gold",7,98,14,22,730
"Ironclad","Three Rare Cards","No Gold",8,87,15,32,675
"Ironclad","Three Rare Cards","No Gold",9,91,12,32,687
"Ironclad","Three Rare Cards","No Gold",10,80,21,26,747
"Ironclad","Three Rare Cards","No Gold",11,68,14,35,763
"Ironclad","Three Rare Cards","No Gold",12,69,8,28,644
"Ironclad","Three Rare Cards","No Gold",13,74,10,31,611
"Ironclad","Three Rare Cards","No Gold",14,60,6,24,640
"Ironclad","Three Rare Cards","No Gold",15,73,8,41,697
"Ironclad","Three Rare Cards","No Gold",16,74,7,28,678
"Ironclad","Three Rare Cards","No Gold",17,41,7,32,706
"Ironclad","Three Rare Cards","No Gold",18,39,9,50,802
"Ironclad","Three Rare Cards","No Gold",19,31,3,50,885
"Ironclad","Three Rare Cards","No Gold",20,206,101,233,3310
"Ironclad","Three Rare Cards","Percent Damage",1,431,123,109,1986
"Ironclad","Three Rare Cards","Percent Damage",2,164,35,56,1187
"Ironclad","Three Rare Cards","Percent Damage",3,144,27,36,1012
"Ironclad","Three Rare Cards","Percent Damage",4,119,31,43,987
"Ironclad","Three Rare Cards","Percent Damage",5,98,19,26,823
"Ironclad","Three Rare Cards","Percent Damage",6,83,13,16,717
"Ironclad","Three Rare Cards","Percent Damage",7,71,6,36,690
"Ironclad","Three Rare Cards","Percent Damage",8,75,12,25,546
"Ironclad","Three Rare Cards","Percent Damage",9,81,13,25,608
"Ironclad","Three Rare Cards","Percent Damage",10,60,14,30,678
"Ironclad","Three Rare Cards","Percent Damage",11,56,5,25,641
"Ironclad","Three Rare Cards","Percent Damage",12,37,10,16,513
"Ironclad","Three Rare Cards","Percent Damage",13,46,5,26,483
"Ironclad","Three Rare Cards","Percent Damage",14,64,11,25,557
"Ironclad","Three Rare Cards","Percent Damage",15,78,17,28,632
"Ironclad","Three Rare Cards","Percent Damage",16,53,6,29,598
"Ironclad","Three Rare Cards","Percent Damage",17,39,3,39,617
"Ironclad","Three Rare Cards","Percent Damage",18,36,4,35,658
"Ironclad","Three Rare Cards","Percent Damage",19,34,1,30,719
"Ironclad","Three Rare Cards","Percent Damage",20,143,66,184,2647
"Ironclad","Three Rare Cards","Ten Percent Hp Loss",1,371,101,125,1776
"Ironclad","Three Rare Cards","Ten Percent Hp Loss",2,141,24,42,1047
"Ironclad","Three Rare Cards","Ten Percent Hp Loss",3,128,25,49,947
"Ironclad","Three Rare Cards","Ten Percent Hp Loss",4,127,27,46,969
"Ironclad","Three Rare Cards","Ten Percent Hp Loss",5,84,15,39,817
"Ironclad","Three Rare Cards","Ten Percent Hp Loss",6,86,18,32,708
"Ironclad","Three Rare Cards","Ten Percent Hp Loss",7,84,14,32,638
"Ironclad","Three Rare Cards","Ten Percent Hp Loss",8,84,20,25,630
"Ironclad","Three Rare Cards","Ten Percent Hp Loss",9,94,24,26,620
"Ironclad","Three Rare Cards","Ten Percent Hp Loss",10,76,9,23,634
"Ironclad","Three Rare Cards","Ten Percent Hp Loss",11,57,10,31,665
"Ironclad","Three Rare Cards","Ten Percent Hp Loss",12,63,9,22,546
"Ironclad","Three Rare Cards","Ten Percent Hp Loss",13,54,10,26,539
"Ironclad","Three Rare Cards","Ten Percent Hp Loss",14,58,11,24,496
"Ironclad","Three Rare Cards","Ten Percent Hp Loss",15,51,10,23,613
"Ironclad","Three Rare Cards","Ten Percent Hp Loss",16,47,9,36,521
"Ironclad","Three Rare Cards","Ten Percent Hp Loss",17,45,3,43,649
"Ironclad","Three Rare Cards","Ten Percent Hp Loss",18,29,2,40,674
"Ironclad","Three Rare Cards","Ten Percent Hp Loss",19,33,3,55,727
"Ironclad","Three Rare Cards","Ten Percent Hp Loss",20,209,98,273,2933
"Ironclad","Three Small Potions","None",1,643,105,123,3396
"Ironclad","Three Small Potions","None",2,253,21,62,1956
"Ironclad","Three Small Potions","None",3,198,30,41,1591
"Ironclad","Three Small Potions","None",4,154,25,55,1615
"Ironclad","Three Small Potions","None",5,175,17,28,1265
"Ironclad","Three Small Potions","None",6,121,10,31,1125
"Ironclad","Three Small Potions","None",7,117,16,28,961
"Ironclad","Three Small Potions","None",8,105,14,32,790
"Ironclad","Three Small Potions","None",9,114,15,22,814
"Ironclad","Three Small Potions","None",10,108,13,24,921
"Ironclad","Three Small Potions","None",11,38,5,33,392
"Ironclad","Three Small Potions","None",12,29,1,39,369
"Ironclad","Three Small Potions","None",13,24,3,21,310
"Ironclad","Three Small Potions","None",14,32,6,18,298
"Ironclad","Three Small Potions","None",15,34,2,37,364
"Ironclad","Three Small Potions","None",16,19,2,15,234
"Ironclad","Three Small Potions","None",17,19,2,25,309
"Ironclad","Three Small Potions","None",18,25,3,26,296
"Ironclad","Three Small Potions","None",19,15,1,25,337
"Ironclad","Three Small Potions","None",20,80,39,134,1275
"Ironclad","Transform Card","None",1,863,169,401,4416
"Ironclad","Transform Card","None",2,395,69,258,2668
"Ironclad","Transform Card","None",3,282,36,168,2061
"Ironclad","Transform Card","None",4,227,34,188,1990
"Ironclad","Transform Card","None",5,217,32,139,1598
"Ironclad","Transform Card","None",6,189,30,122,1394
"Ironclad","Transform Card","None",7,162,18,119,1150
"Ironclad","Transform Card","None",8,154,24,101,969
"Ironclad","Transform Card","None",9,115,19,98,946
"Ironclad","Transform Card","None",10,122,18,131,1116
"Ironclad","Transform Card","None",11,114,14,119,1043
"Ironclad","Transform Card","None",12,98,18,119,962
"Ironclad","Transform Card","None",13,94,15,99,820
"Ironclad","Transform Card","None",14,103,14,125,836
"Ironclad","Transform Card","None",15,95,22,109,905
"Ironclad","Transform Card","None",16,70,5,100,683
"Ironclad","Transform Card","None",17,65,7,136,863
"Ironclad","Transform Card","None",18,57,5,137,932
"Ironclad","Transform Card","None",19,48,3,125,934
"Ironclad","Transform Card","None",20,165,90,489,2889
"Ironclad","Transform Two Cards","Curse",1,155,49,88,800
"Ironclad","Transform Two Cards","Curse",2,68,13,54,546
"Ironclad","Transform Two Cards","Curse",3,49,12,54,457
"Ironclad","Transform Two Cards","Curse",4,42,6,55,451
"Ironclad","Transform Two Cards","Curse",5,54,9,46,431
"Ironclad","Transform Two Cards","Curse",6,41,4,46,335
"Ironclad","Transform Two Cards","Curse",7,35,5,42,306
"Ironclad","Transform Two Cards","Curse",8,29,3,34,242
"Ironclad","Transform Two Cards","Curse",9,41,7,37,295
"Ironclad","Transform Two Cards","Curse",10,23,5,41,285
"Ironclad","Transform Two Cards","Curse",11,24,5,33,260
"Ironclad","Transform Two Cards","Curse",12,16,2,36,250
"Ironclad","Transform Two Cards","Curse",13,27,3,31,226
"Ironclad","Transform Two Cards","Curse",14,15,1,53,263
"Ironclad","Transform Two Cards","Curse",15,33,4,48,251
"Ironclad","Transform Two Cards","Curse",16,13,0,48,200
"Ironclad","Transform Two Cards","Curse",17,13,3,46,284
"Ironclad","Transform Two Cards","Curse",18,13,1,43,289
"Ironclad","Transform Two Cards","Curse",19,14,1,59,302
"Ironclad","Transform Two Cards","Curse",20,40,19,275,1054
"Ironclad","Transform Two Cards","No Gold",1,297,71,123,1269
"Ironclad","Transform Two Cards","No Gold",2,127,27,59,738
"Ironclad","Transform Two Cards","No Gold",3,118,25,63,653
"Ironclad","Transform Two Cards","No Gold",4,92,16,60,644
"Ironclad","Transform Two Cards","No Gold",5,94,8,60,595
"Ironclad","Transform Two Cards","No Gold",6,69,10,42,469
"Ironclad","Transform Two Cards","No Gold",7,79,13,66,473
"Ironclad","Transform Two Cards","No Gold",8,61,12,43,387
"Ironclad","Transform Two Cards","No Gold",9,68,17,50,432
"Ironclad","Transform Two Cards","No Gold",10,71,15,44,457
"Ironclad","Transform Two Cards","No Gold",11,45,7,40,441
"Ironclad","Transform Two Cards","No Gold",12,47,5,44,393
"Ironclad","Transform Two Cards","No Gold",13,58,7,50,392
"Ironclad","Transform Two Cards","No Gold",14,44,7,43,366
"Ironclad","Transform Two Cards","No Gold",15,50,13,47,422
"Ironclad","Transform Two Cards","No Gold",16,36,7,47,331
"Ironclad","Transform Two Cards","No Gold",17,39,7,62,437
"Ironclad","Transform Two Cards","No Gold",18,28,4,68,474
"Ironclad","Transform Two Cards","No Gold",19,36,5,77,524
"Ironclad","Transform Two Cards","No Gold",20,140,65,307,1849
"Ironclad","Transform Two Cards","Percent Damage",1,232,65,133,1168
"Ironclad","Transform Two Cards","Percent Damage",2,110,22,59,658
"Ironclad","Transform Two Cards","Percent Damage",3,96,19,62,627
"Ironclad","Transform Two Cards","Percent Damage",4,105,27,53,608
"Ironclad","Transform Two Cards","Percent Damage",5,84,11,51,480
"Ironclad","Transform Two Cards","Percent Damage",6,72,17,49,417
"Ironclad","Transform Two Cards","Percent Damage",7,56,11,43,392
"Ironclad","Transform Two Cards","Percent Damage",8,55,12,33,327
"Ironclad","Transform Two Cards","Percent Damage",9,50,12,27,292
"Ironclad","Transform Two Cards","Percent Damage",10,52,12,47,374
"Ironclad","Transform Two Cards","Percent Damage",11,34,7,35,310
"Ironclad","Transform Two Cards","Percent Damage",12,36,2,32,286
"Ironclad","Transform Two Cards","Percent Damage",13,33,4,39,287
"Ironclad","Transform Two Cards","Percent Damage",14,33,5,39,302
"Ironclad","Transform Two Cards","Percent Damage",15,43,10,55,349
"Ironclad","Transform Two Cards","Percent Damage",16,26,3,28,277
"Ironclad","Transform Two Cards","Percent Damage",17,27,1,52,368
"Ironclad","Transform Two Cards","Percent Damage",18,25,6,47,355
"Ironclad","Transform Two Cards","Percent Damage",19,23,3,55,390
"Ironclad","Transform Two Cards","Percent Damage",20,94,59,250,1455
"Ironclad","Transform Two Cards","Ten Percent Hp Loss",1,227,73,112,1052
"Ironclad","Transform Two Cards","Ten Percent Hp Loss",2,98,22,53,697
"Ironclad","Transform Two Cards","Ten Percent Hp Loss",3,86,21,43,553
"Ironclad","Transform Two Cards","Ten Percent Hp Loss",4,66,11,67,599
"Ironclad","Transform Two Cards","Ten Percent Hp Loss",5,54,6,61,455
"Ironclad","Transform Two Cards","Ten Percent Hp Loss",6,62,14,44,393
"Ironclad","Transform Two Cards","Ten Percent Hp Loss",7,58,16,38,381
"Ironclad","Transform Two Cards","Ten Percent Hp Loss",8,57,11,36,316
"Ironclad","Transform Two Cards","Ten Percent Hp Loss",9,46,11,20,271
"Ironclad","Transform Two Cards","Ten Percent Hp Loss",10,44,17,39,385
"Ironclad","Transform Two Cards","Ten Percent Hp Loss",11,46,11,46,334
"Ironclad","Transform Two Cards","Ten Percent Hp Loss",12,40,8,32,334
"Ironclad","Transform Two Cards","Ten Percent Hp Loss",13,32,6,37,293
"Ironclad","Transform Two Cards","Ten Percent Hp Loss",14,33,3,29,298
"Ironclad","Transform Two Cards","Ten Percent Hp Loss",15,48,10,31,308
"Ironclad","Transform Two Cards","Ten Percent Hp Loss",16,29,10,44,248
"Ironclad","Transform Two Cards","Ten Percent Hp Loss",17,29,4,51,363
"Ironclad","Transform Two Cards","Ten Percent Hp Loss",18,27,3,59,352
"Ironclad","Transform Two Cards","Ten Percent Hp Loss",19,18,3,48,400
"Ironclad","Transform Two Cards","Ten Percent Hp Loss",20,102,60,271,1422
"Ironclad","Twenty Percent Hp Bonus","Curse",1,212,40,16,891
"Ironclad","Twenty Percent Hp Bonus","Curse",2,80,12,3,525
"Ironclad","Twenty Percent Hp Bonus","Curse",3,49,5,8,422
"Ironclad","Twenty Percent Hp Bonus","Curse",4,56,7,6,466
"Ironclad","Twenty Percent Hp Bonus","Curse",5,53,7,6,366
"Ironclad","Twenty Percent Hp Bonus","Curse",6,45,5,4,321
"Ironclad","Twenty Percent Hp Bonus","Curse",7,32,3,3,231
"Ironclad","Twenty Percent Hp Bonus","Curse",8,32,8,2,232
"Ironclad","Twenty Percent Hp Bonus","Curse",9,29,2,3,250
"Ironclad","Twenty Percent Hp Bonus","Curse",10,24,0,9,230
"Ironclad","Twenty Percent Hp Bonus","Curse",11,24,2,4,234
"Ironclad","Twenty Percent Hp Bonus","Curse",12,11,0,1,187
"Ironclad","Twenty Percent Hp Bonus","Curse",13,21,4,9,193
"Ironclad","Twenty Percent Hp Bonus","Curse",14,13,2,8,183
"Ironclad","Twenty Percent Hp Bonus","Curse",15,19,0,10,201
"Ironclad","Twenty Percent Hp Bonus","Curse",16,9,0,2,148
"Ironclad","Twenty Percent Hp Bonus","Curse",17,13,1,5,193
"Ironclad","Twenty Percent Hp Bonus","Curse",18,10,1,3,194
"Ironclad","Twenty Percent Hp Bonus","Curse",19,5,0,5,188
"Ironclad","Twenty Percent Hp Bonus","Curse",20,16,5,27,513
"Ironclad","Twenty Percent Hp Bonus","No Gold",1,318,66,7,1166
"Ironclad","Twenty Percent Hp Bonus","No Gold",2,111,21,4,674
"Ironclad","Twenty Percent Hp Bonus","No Gold",3,77,8,2,542
"Ironclad","Twenty Percent Hp Bonus","No Gold",4,72,9,2,565
"Ironclad","Twenty Percent Hp Bonus","No Gold",5,65,3,2,486
"Ironclad","Twenty Percent Hp Bonus","No Gold",6,69,9,1,414
"Ironclad","Twenty Percent Hp Bonus","No Gold",7,45,2,3,337
"Ironclad","Twenty Percent Hp Bonus","No Gold",8,56,5,2,306
"Ironclad","Twenty Percent Hp Bonus","No Gold",9,49,7,2,316
